x: 0.00000000, y: 0.03284776
x: 5.52920341, y: -0.53377604
x: 5.56061888, y: -0.51735222
x: 5.59203482, y: -0.50914025
x: 5.62345076, y: -0.45986861
x: 5.65486670, y: -0.45165667
x: 5.68628263, y: -0.41880891
x: 5.71769905, y: -0.40238503
x: 5.74911499, y: -0.40238503
x: 5.78053093, y: -0.35311341
x: 5.81194687, y: -0.32847759
x: 5.84336233, y: -0.32026565
x: 5.87477827, y: -0.25457013
x: 5.90619421, y: -0.27920595
x: 5.93761015, y: -0.25457013
x: 5.96902609, y: -0.22993430
x: 6.00044203, y: -0.18887462
x: 6.03185797, y: -0.18887462
x: 6.06327391, y: -0.18066268
x: 6.09469032, y: -0.13139103
x: 6.12610579, y: -0.11496715
x: 6.15752172, y: -0.09033134
x: 6.18893766, y: -0.07390746
x: 6.22035360, y: -0.04105970
x: 6.25176954, y: -0.02463582
